team,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,location_value_opp,mp_opp,fg_opp,fga_opp,fg_pct_opp,fg3_opp,fg3a_opp,fg3_pct_opp,ft_opp,fta_opp,ft_pct_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,possessions_opp,raw_off_eff_opp,fg2,fg2a,fg2_pct,efg,rate_3pa,rate_2pa,ft_rate,ftm_rate,tov_rate,orb_rate,drb_rate,ast_rate,stl_rate,blk_rate,pace,def_eff,net_eff,games_played
Abilene Christian,-0.1429,200.0,22.4286,55.5714,0.4056,6.4286,19.1429,0.3331,13.7143,19.8571,0.6791,10.0,18.7143,28.7143,12.2857,9.4286,4.0,12.7143,21.7143,65.0,67.7186,96.6857,0.1429,200.0,21.7143,47.4286,0.455,6.4286,16.5714,0.3953,19.2857,28.0,0.6857,5.8571,19.8571,25.7143,11.7143,8.4286,4.0,12.7143,16.4286,69.1429,67.5857,102.0271,16.0,36.4286,0.4434,0.464,0.3441,0.6559,0.3609,0.251,0.1856,0.333,0.7625,0.1819,0.14,0.0611,13.5437,101.5243,-4.8386,7
Air Force,0.4545,200.0,22.7273,50.7273,0.4467,6.3636,20.1818,0.304,14.3636,22.5455,0.639,7.2727,21.8182,29.0909,12.9091,6.3636,3.1818,12.5455,17.6364,66.1818,66.7082,98.8045,-0.4545,200.0,26.1818,56.9091,0.4603,6.7273,20.6364,0.3258,14.4545,20.2727,0.7205,8.0,21.9091,29.9091,13.0,7.0,3.0,11.1818,19.8182,73.5455,69.7218,105.8145,16.3636,30.5455,0.5365,0.5095,0.3994,0.6006,0.4566,0.2909,0.1888,0.2516,0.7312,0.1919,0.0945,0.0478,13.3416,110.5883,-11.7837,11
Akron,0.3333,200.1111,33.3333,63.1111,0.5307,11.8889,28.0,0.4287,15.3333,20.6667,0.7386,9.1111,23.6667,32.7778,19.7778,7.4444,2.8889,10.0,16.5556,93.8889,73.8189,127.2756,-0.3333,200.0,27.2222,62.6667,0.4392,9.3333,28.1111,0.3352,13.6667,18.4444,0.743,10.4444,18.2222,28.6667,14.8889,5.2222,3.3333,12.5556,16.4444,77.4444,73.5389,106.3033,21.4444,35.1111,0.6128,0.625,0.4431,0.5569,0.329,0.244,0.1354,0.3313,0.6902,0.2678,0.1009,0.039,14.7557,105.2369,22.0387,9
Alabama,0.5556,200.0,32.5556,67.8889,0.4827,12.5556,36.1111,0.3514,17.4444,23.2222,0.7538,10.4444,28.6667,39.1111,18.2222,7.7778,6.2222,9.7778,18.5556,95.1111,78.2511,121.44,-0.5556,200.0,28.7778,68.3333,0.4208,7.4444,24.3333,0.3062,14.2222,21.8889,0.623,10.6667,23.2222,33.8889,13.8889,6.2222,2.3333,10.5556,18.6667,79.2222,78.6189,101.08,20.0,31.7778,0.6274,0.5754,0.5296,0.4704,0.3502,0.2633,0.1248,0.3112,0.7254,0.233,0.0988,0.0805,15.6502,101.5649,19.8751,9
Alabama A&M,-0.1429,200.0,21.7143,55.7143,0.3919,6.0,17.8571,0.3403,14.4286,20.4286,0.7143,7.7143,21.8571,29.5714,8.1429,6.1429,3.0,11.7143,19.0,63.8571,69.42,92.0671,0.1429,200.0,26.5714,57.0,0.4653,6.8571,22.5714,0.3006,15.8571,22.1429,0.7053,9.7143,25.7143,35.4286,15.0,6.7143,2.8571,11.4286,17.8571,75.8571,69.2314,109.4486,15.7143,37.8571,0.4215,0.4468,0.3238,0.6762,0.3752,0.2641,0.169,0.241,0.7013,0.1172,0.0879,0.0433,13.884,109.484,-17.4169,7
Alabama St.,-0.7778,200.0,25.7778,59.7778,0.4329,8.6667,23.0,0.3713,14.0,19.5556,0.6984,8.8889,20.3333,29.2222,12.7778,7.7778,3.5556,12.0,18.6667,74.2222,72.1789,102.9422,0.7778,200.0,28.7778,59.7778,0.4879,9.8889,26.5556,0.3687,15.8889,22.8889,0.6868,10.3333,22.4444,32.7778,17.2222,6.2222,4.1111,12.3333,16.8889,83.3333,72.6489,115.2011,17.1111,36.7778,0.4678,0.5053,0.3851,0.6149,0.331,0.2374,0.1649,0.2845,0.6693,0.1752,0.1073,0.0501,14.4358,115.673,-12.7307,9
Albany,-0.75,200.0,24.375,59.625,0.4146,6.25,23.625,0.2865,10.125,16.375,0.5933,9.125,17.875,27.0,12.75,8.0,2.5,12.25,20.375,65.125,70.5275,93.0188,0.75,200.0,28.375,58.125,0.4898,6.875,21.125,0.3268,18.75,25.0,0.724,10.875,24.375,35.25,16.125,7.75,3.125,11.0,15.125,82.375,70.1262,117.4825,18.125,36.0,0.5051,0.4675,0.3922,0.6078,0.2832,0.1742,0.1729,0.2593,0.6214,0.1803,0.1136,0.0352,14.1055,117.039,-24.0202,8
Alcorn St.,-1.0,198.7,25.1,57.0,0.4389,7.5,20.1,0.3749,8.8,14.3,0.6314,8.1,18.2,26.3,10.3,7.9,4.5,17.2,19.2,66.5,72.891,91.055,1.0,199.3,31.4,61.2,0.5141,8.4,22.9,0.3535,19.1,26.0,0.7143,12.1,22.6,34.7,17.1,9.7,3.0,12.0,14.2,90.3,73.453,122.903,17.6,36.9,0.4838,0.5052,0.3529,0.6471,0.2538,0.1566,0.2339,0.2606,0.5955,0.1407,0.1078,0.0625,14.6737,123.3023,-32.2473,10
American,0.3333,200.0,25.4444,58.6667,0.4341,9.2222,27.3333,0.3303,14.3333,19.2222,0.7303,7.1111,20.6667,27.7778,11.7778,8.3333,1.4444,11.8889,21.0,74.4444,72.5744,102.9522,-0.3333,200.0,24.5556,52.0,0.4734,6.1111,17.3333,0.3429,19.4444,27.3333,0.7008,8.1111,24.7778,32.8889,12.0,7.1111,3.2222,13.8889,18.3333,74.6667,70.76,105.01,16.2222,31.3333,0.5242,0.512,0.4644,0.5356,0.337,0.2521,0.1625,0.2224,0.7237,0.1634,0.1171,0.0196,14.5149,102.3762,0.576,9
Appalachian St.,-0.3333,200.0,23.4444,55.0,0.425,6.8889,24.0,0.2872,11.4444,19.2222,0.5942,9.3333,20.5556,29.8889,11.4444,4.7778,3.0,8.8889,17.8889,65.2222,63.6822,102.1633,0.3333,200.0,23.5556,56.0,0.4183,7.5556,24.0,0.3089,15.8889,20.5556,0.7582,10.1111,22.2222,32.3333,13.1111,5.1111,2.5556,9.4444,17.8889,70.5556,65.1,108.4811,16.5556,31.0,0.5266,0.4887,0.4417,0.5583,0.3559,0.2118,0.1393,0.2958,0.6653,0.1799,0.0735,0.0468,12.7364,111.1819,-9.0186,9
Arizona,0.25,200.0,32.375,61.0,0.527,6.0,16.0,0.354,17.75,24.625,0.7144,12.375,26.75,39.125,19.5,8.375,4.375,12.625,17.0,88.5,72.9463,120.9125,-0.25,200.0,24.125,61.0,0.3958,6.75,21.5,0.3199,12.125,18.5,0.628,8.75,16.875,25.625,11.625,7.125,3.0,13.5,18.75,67.125,74.54,90.0462,26.375,45.0,0.5833,0.575,0.2601,0.7399,0.4117,0.2985,0.1733,0.4213,0.7597,0.2657,0.1137,0.0601,14.5892,92.0419,28.8706,8
Arizona St.,0.6,200.0,26.6,57.2,0.4661,8.6,22.4,0.3834,18.8,26.2,0.7167,7.8,22.5,30.3,12.9,7.2,3.8,10.1,17.7,80.6,71.946,111.947,-0.6,200.0,24.7,56.6,0.4379,7.8,25.4,0.3082,15.9,21.7,0.757,9.2,21.6,30.8,11.9,5.6,3.6,14.2,20.8,73.1,71.908,101.862,18.0,34.8,0.5147,0.5421,0.3939,0.6061,0.4659,0.3354,0.1408,0.2663,0.698,0.1802,0.0997,0.0528,14.3892,101.5806,10.3664,10
Arkansas,0.7778,200.0,30.0,63.3333,0.4736,8.6667,24.4444,0.3587,18.8889,24.1111,0.7809,9.5556,25.3333,34.8889,17.1111,8.2222,4.6667,9.2222,16.2222,87.5556,74.4522,117.0678,-0.7778,200.0,25.8889,65.3333,0.3971,7.8889,28.4444,0.2753,11.3333,16.6667,0.7028,9.8889,22.7778,32.6667,14.3333,4.1111,2.0,12.1111,18.7778,71.0,75.47,94.5189,21.3333,38.8889,0.5501,0.5417,0.3864,0.6136,0.3815,0.2983,0.1249,0.2942,0.7128,0.2289,0.1103,0.0632,14.8904,95.654,21.4137,9
Arkansas Pine Bluff,-1.0,200.0,24.6364,61.9091,0.4002,6.9091,23.4545,0.2955,14.0909,18.1818,0.7696,8.1818,20.2727,28.4545,13.5455,6.8182,3.3636,14.6364,21.8182,70.2727,77.0,91.5145,1.0,200.0,30.9091,63.0909,0.4884,10.0909,26.8182,0.3594,22.6364,29.9091,0.7557,11.2727,26.8182,38.0909,19.4545,8.4545,3.8182,10.7273,15.5455,94.5455,76.7509,123.2355,17.7273,38.4545,0.4605,0.4566,0.3799,0.6201,0.2975,0.2311,0.1901,0.2328,0.6492,0.1765,0.0879,0.0443,15.4,122.8554,-31.3409,11
Arkansas St.,-0.3333,202.7778,26.2222,61.7778,0.4233,8.0,27.4444,0.2849,18.7778,23.1111,0.826,11.4444,25.1111,36.5556,13.5556,7.6667,2.5556,15.4444,21.1111,79.2222,76.7567,103.4678,0.3333,202.7778,28.3333,61.6667,0.4572,7.4444,23.1111,0.3243,16.8889,25.5556,0.6471,10.0,20.7778,30.7778,13.7778,9.3333,4.1111,11.1111,19.1111,81.0,74.9178,107.97,18.2222,34.3333,0.5287,0.4879,0.4451,0.5549,0.3883,0.3147,0.1989,0.3576,0.7151,0.1785,0.101,0.0335,15.1601,105.37,-1.9022,9
Army,0.1111,202.7778,23.7778,59.7778,0.3989,10.2222,33.1111,0.3074,11.5556,15.5556,0.7497,7.8889,21.5556,29.4444,13.3333,4.8889,0.6667,11.7778,19.3333,69.3333,71.0556,97.8944,-0.1111,202.7778,28.1111,59.4444,0.4746,9.2222,27.7778,0.33,18.2222,23.5556,0.7864,9.1111,26.3333,35.4444,15.2222,7.5556,3.2222,9.6667,15.8889,83.6667,71.1911,117.3933,13.5556,26.6667,0.5088,0.4843,0.5524,0.4476,0.2679,0.1978,0.1658,0.2318,0.7015,0.1886,0.0681,0.0096,14.0214,117.6709,-19.7765,9
Auburn,0.4,202.5,29.0,61.1,0.4776,8.0,23.6,0.3416,19.9,27.3,0.7408,11.6,22.9,34.5,13.4,8.5,4.8,10.8,15.9,85.9,73.268,117.501,-0.4,202.5,27.4,62.9,0.4308,8.5,26.0,0.3323,13.4,17.2,0.7914,10.0,20.4,30.4,14.2,7.3,3.7,12.6,20.6,76.7,73.67,103.92,21.0,37.5,0.5654,0.5452,0.3879,0.6121,0.4525,0.3323,0.1479,0.3673,0.6934,0.183,0.1153,0.066,14.4646,104.5371,12.9639,10
Austin Peay,-0.75,200.0,25.0,59.875,0.4211,7.75,24.5,0.3109,12.125,18.625,0.6719,8.875,22.625,31.5,14.5,9.0,1.875,12.125,18.875,69.875,71.9738,97.4688,0.75,200.0,24.875,56.75,0.4396,8.0,25.25,0.3111,13.5,21.0,0.6569,8.125,25.5,33.625,14.875,6.75,3.25,13.5,16.875,71.25,72.0988,98.5825,17.25,35.375,0.4963,0.4858,0.4077,0.5923,0.3236,0.2091,0.1678,0.2565,0.7375,0.2031,0.1255,0.026,14.3948,98.9459,-1.4772,8
BYU,0.3333,200.0,30.0,62.0,0.4842,8.6667,24.5556,0.3514,14.5556,18.8889,0.7794,9.1111,25.8889,35.0,14.1111,8.2222,4.3333,9.0,15.2222,83.2222,70.86,117.3533,-0.3333,200.0,24.2222,60.6667,0.4021,8.2222,26.1111,0.3131,10.8889,17.0,0.6449,9.5556,21.3333,30.8889,11.7778,5.5556,2.8889,11.8889,17.6667,67.5556,71.0744,95.4633,21.3333,37.4444,0.5725,0.5543,0.3956,0.6044,0.3065,0.2359,0.1263,0.2929,0.7298,0.1994,0.1151,0.0624,14.172,95.4031,21.9502,9
Ball St.,-0.1111,200.0,22.0,57.4444,0.3858,7.3333,24.4444,0.3071,11.5556,17.0,0.6884,8.4444,19.0,27.4444,12.8889,7.4444,3.2222,11.0,15.4444,62.8889,68.0756,91.8178,0.1111,200.0,26.0,56.2222,0.4624,8.4444,23.6667,0.3601,10.6667,13.8889,0.7667,9.1111,24.7778,33.8889,14.8889,5.3333,5.0,12.5556,15.2222,71.1111,66.2656,107.1333,14.6667,33.0,0.4461,0.45,0.424,0.576,0.3095,0.2096,0.1618,0.247,0.6771,0.1885,0.1089,0.0482,13.6151,104.1417,-12.324,9
Baylor,0.3333,200.0,30.7778,64.4444,0.4822,8.4444,23.8889,0.3523,18.7778,25.2222,0.7564,13.6667,22.3333,36.0,15.8889,6.8889,4.3333,10.8889,17.1111,88.7778,73.6489,120.43,-0.3333,200.0,28.6667,63.0,0.4569,7.3333,21.7778,0.3178,14.7778,18.8889,0.7953,9.6667,19.6667,29.3333,12.8889,6.6667,2.8889,11.8889,21.2222,79.4444,74.1944,107.2722,22.3333,40.5556,0.5636,0.5487,0.3755,0.6245,0.4016,0.2982,0.1479,0.4058,0.7085,0.2158,0.0938,0.0587,14.7298,108.0231,12.4069,9
Bellarmine,-0.7143,200.0,25.8571,52.0,0.5027,6.7143,20.5714,0.3286,14.0,18.2857,0.7594,4.2857,16.2857,20.5714,12.7143,7.5714,1.4286,11.0,16.8571,72.4286,67.4014,108.2614,0.7143,200.0,29.1429,55.7143,0.525,10.0,25.1429,0.3979,16.0,22.2857,0.734,9.8571,22.2857,32.1429,15.0,5.7143,3.1429,11.2857,16.5714,84.2857,67.7271,123.5357,19.1429,31.4286,0.6135,0.5691,0.3977,0.6023,0.362,0.2794,0.1602,0.1489,0.6204,0.191,0.1121,0.0216,13.4803,124.1054,-15.844,7
Belmont,0.1111,199.8889,31.1111,59.2222,0.5238,10.2222,26.2222,0.3846,12.0,18.6667,0.6207,7.7778,27.0,34.7778,18.5556,6.5556,3.5556,14.0,16.8889,84.4444,74.3111,114.1322,-0.1111,200.0,22.8889,62.2222,0.3753,9.2222,31.7778,0.3008,13.6667,17.6667,0.7783,9.6667,20.8889,30.5556,10.7778,8.3333,2.3333,12.6667,17.2222,68.6667,73.6122,93.6567,20.8889,33.0,0.6349,0.6096,0.4437,0.5563,0.3221,0.2094,0.186,0.2769,0.7445,0.2516,0.0887,0.0474,14.8702,92.4066,21.7256,9
Bethune Cookman,-0.25,203.125,26.125,61.75,0.4219,6.375,18.75,0.3352,11.75,17.5,0.6982,9.5,20.875,30.375,12.0,6.875,4.0,9.75,18.375,70.375,70.3125,100.0012,0.25,203.125,28.125,60.25,0.466,7.375,22.375,0.3312,17.5,24.875,0.6995,10.125,26.25,36.375,15.625,6.25,3.375,9.625,15.75,81.125,71.5675,113.18,19.75,43.0,0.4609,0.4728,0.3017,0.6983,0.2899,0.1933,0.1384,0.2589,0.6727,0.1697,0.0986,0.0558,13.8451,114.6129,-14.6116,8
Binghamton,0.0,203.125,20.875,50.375,0.4149,4.25,16.75,0.2542,18.875,24.75,0.7641,7.375,20.5,27.875,10.625,4.625,3.625,14.125,16.625,64.875,68.88,94.1238,0.0,203.125,28.0,59.875,0.4694,7.0,22.0,0.3381,13.5,18.625,0.7078,8.75,21.875,30.625,13.25,8.625,3.375,7.875,19.75,76.5,67.8475,112.7975,16.625,33.625,0.5055,0.4563,0.3328,0.6672,0.5027,0.383,0.2026,0.2539,0.7043,0.154,0.0673,0.0537,13.5769,111.1257,-17.002,8
Boise St.,0.75,200.0,24.5,57.875,0.421,8.375,22.875,0.3724,18.875,24.625,0.7854,9.875,23.75,33.625,12.625,4.875,1.625,10.75,16.75,76.25,70.4463,107.8562,-0.75,200.0,24.625,56.125,0.4399,6.25,20.25,0.306,12.25,18.875,0.6381,6.0,21.125,27.125,10.625,6.125,4.0,11.0,21.875,67.75,70.0912,96.7725,16.125,35.0,0.4526,0.4943,0.3996,0.6004,0.4293,0.3285,0.1504,0.3183,0.798,0.1786,0.0695,0.0232,14.0892,96.1466,11.7096,8
Boston College,0.4545,206.8182,24.0,59.7273,0.402,7.4545,26.7273,0.2765,14.9091,21.3636,0.7076,10.4545,25.7273,36.1818,11.1818,4.7273,5.4545,10.3636,17.0,70.3636,69.7836,100.6155,-0.4545,206.8182,24.0909,59.8182,0.4024,5.8182,20.8182,0.2826,13.4545,20.2727,0.6615,8.8182,24.7273,33.5455,10.4545,6.0,3.9091,9.5455,17.8182,67.4545,70.1764,95.5645,16.5455,33.0,0.503,0.4644,0.4489,0.5511,0.3613,0.2527,0.15,0.2995,0.749,0.1606,0.0675,0.0778,13.481,96.0642,4.5512,11
Boston University,-0.2,205.0,25.3,54.2,0.4747,9.5,25.1,0.3761,11.1,16.4,0.6739,8.0,19.7,27.7,14.9,5.5,3.3,11.0,17.7,71.4,64.991,109.816,0.2,205.0,27.1,55.4,0.4909,8.5,21.9,0.3905,14.7,20.4,0.7337,8.2,20.7,28.9,14.2,6.7,3.0,9.3,15.0,77.4,66.189,117.035,15.8,29.1,0.5646,0.563,0.4608,0.5392,0.3046,0.2077,0.1706,0.2759,0.7113,0.231,0.0843,0.0504,12.6664,119.348,-9.532,10
Bowling Green,0.25,200.0,27.625,60.5,0.4569,7.75,22.125,0.3388,16.0,21.875,0.7381,10.0,21.25,31.25,14.0,10.375,2.75,11.625,18.0,79.0,72.5162,109.62,-0.25,200.0,22.625,52.75,0.4288,7.0,23.5,0.302,15.625,21.25,0.7126,7.625,22.875,30.5,12.625,6.5,3.625,15.75,19.375,67.875,70.9688,95.005,19.875,38.375,0.5143,0.5228,0.3708,0.6292,0.3672,0.2678,0.1602,0.3042,0.7396,0.1973,0.1412,0.0376,14.5032,92.9767,16.6433,8
Bradley,0.6,200.0,25.3,57.0,0.4451,8.9,25.7,0.3486,15.8,21.2,0.7441,7.3,21.3,28.6,13.0,9.8,3.7,10.0,18.3,75.3,69.77,108.28,-0.6,200.0,23.2,53.0,0.4437,7.7,21.4,0.3583,14.2,20.7,0.693,8.9,24.2,33.1,12.3,5.5,3.2,15.7,17.1,68.3,69.632,98.296,16.4,31.3,0.5231,0.5228,0.4481,0.5519,0.3765,0.2814,0.144,0.235,0.7108,0.1877,0.1399,0.0531,13.954,98.1423,10.1377,10
Brown,-0.0909,204.5455,24.1818,57.6364,0.4225,7.2727,21.4545,0.3345,11.1818,16.1818,0.6933,8.9091,22.8182,31.7273,14.2727,6.9091,4.5455,12.4545,18.0,66.8182,68.8673,97.1445,0.0909,204.5455,24.2727,57.7273,0.4215,6.7273,23.0,0.2791,12.9091,17.0,0.7607,9.0909,24.0909,33.1818,12.3636,8.3636,3.1818,11.9091,14.9091,68.1818,68.6209,99.0336,16.9091,36.1818,0.4814,0.4857,0.3762,0.6238,0.2818,0.1956,0.1828,0.2712,0.7094,0.2066,0.1017,0.068,13.4738,98.6597,-1.5151,11
Bryant,-0.6,200.0,20.8,56.1,0.3702,8.3,28.9,0.2943,10.3,13.1,0.8066,7.3,22.1,29.4,12.3,6.3,4.5,13.8,15.2,60.2,68.824,87.658,0.6,200.0,26.6,61.4,0.4333,7.9,21.8,0.3586,10.3,15.3,0.7139,10.1,24.8,34.9,15.8,8.5,2.6,9.1,13.6,71.4,67.668,105.604,12.5,27.2,0.454,0.4449,0.5177,0.4823,0.2428,0.1933,0.2006,0.2285,0.6868,0.1798,0.092,0.0655,13.7648,103.6223,-15.9643,10
Bucknell,-0.1667,200.0,22.5833,56.25,0.3993,7.8333,24.5,0.3169,13.0833,17.8333,0.7316,8.3333,20.75,29.0833,12.1667,7.0,2.3333,12.6667,18.3333,66.0833,69.0533,95.9142,0.1667,200.0,26.4167,55.6667,0.4715,10.0,24.8333,0.3918,14.0,20.5833,0.6689,8.75,24.0833,32.8333,16.0,7.9167,3.8333,12.0833,17.5,76.8333,68.7775,111.0375,14.75,31.75,0.462,0.4684,0.4342,0.5658,0.3273,0.2401,0.1818,0.2541,0.7104,0.177,0.1017,0.0343,13.8107,110.5901,-14.6759,12
Buffalo,-0.1111,200.0,24.4444,51.4444,0.4756,9.0,23.1111,0.3907,20.1111,27.0,0.7487,7.2222,20.0,27.2222,11.8889,8.1111,2.7778,10.0,16.4444,78.0,67.0489,116.3411,0.1111,200.0,25.3333,55.2222,0.46,8.5556,25.1111,0.3396,12.7778,16.7778,0.7702,8.4444,20.0,28.4444,15.3333,5.5556,2.0,12.3333,20.3333,72.0,67.08,107.2467,15.4444,28.3333,0.5429,0.5627,0.448,0.552,0.5326,0.3955,0.1488,0.263,0.713,0.177,0.1214,0.0419,13.4098,107.2671,9.074,9
Butler,0.3333,200.0,30.4444,61.3333,0.496,8.4444,21.4444,0.3882,18.2222,27.7778,0.6561,12.1111,26.0,38.1111,17.0,7.5556,4.3333,11.7778,15.6667,87.5556,74.1956,117.9644,-0.3333,200.0,27.5556,65.5556,0.422,6.1111,19.6667,0.3269,11.0,15.4444,0.7038,9.3333,19.5556,28.8889,11.8889,7.7778,4.5556,11.4444,22.4444,72.2222,75.0,96.9311,22.0,39.8889,0.5513,0.5663,0.3508,0.6492,0.4515,0.2963,0.157,0.3786,0.7338,0.2297,0.1009,0.0577,14.8391,98.1395,19.825,9
CSUN,0.1111,200.2222,27.0,62.7778,0.4308,6.6667,22.4444,0.3049,14.1111,20.7778,0.6952,10.1111,23.3333,33.4444,14.5556,6.0,1.4444,14.0,17.6667,74.7778,76.5367,98.06,-0.1111,200.0,28.1111,62.8889,0.4479,10.2222,30.0,0.347,16.2222,20.8889,0.7803,8.6667,23.3333,32.0,15.1111,7.8889,4.6667,10.7778,18.2222,82.6667,74.9222,110.6233,20.3333,40.3333,0.4961,0.4842,0.3581,0.6419,0.3358,0.2286,0.1819,0.3098,0.7344,0.191,0.0785,0.0193,15.2898,108.1816,-10.1216,9
Cal Baptist,0.0,200.0,27.0,62.4,0.4375,5.9,19.0,0.3142,14.4,20.6,0.6951,13.6,23.3,36.9,11.5,6.5,2.0,11.4,18.9,74.3,69.985,106.461,0.0,200.0,24.0,55.2,0.4336,5.6,19.0,0.2898,16.5,22.1,0.7415,7.0,21.7,28.7,10.5,6.4,4.8,11.8,17.9,70.1,70.496,99.758,21.1,43.4,0.4886,0.4863,0.3075,0.6925,0.3375,0.2373,0.1629,0.3783,0.7705,0.1651,0.0929,0.0283,13.997,100.0887,6.3723,10
Cal Poly,-0.5556,200.0,26.1111,61.6667,0.4242,11.1111,30.3333,0.3633,17.0,23.5556,0.7106,9.4444,25.1111,34.5556,12.0,6.2222,2.5556,16.6667,23.1111,80.3333,80.0767,100.5022,0.5556,200.0,30.4444,63.6667,0.4784,8.8889,26.5556,0.3301,17.8889,25.3333,0.7086,8.7778,24.8889,33.6667,16.1111,6.6667,4.3333,12.1111,21.8889,87.6667,79.0344,111.2544,15.0,31.3333,0.4848,0.5154,0.4965,0.5035,0.3959,0.2874,0.2074,0.272,0.7414,0.1498,0.0769,0.0313,16.0153,109.7937,-9.2914,9
Cal St. Bakersfield,-0.4,200.0,23.2,55.9,0.417,4.6,15.8,0.2773,20.4,27.8,0.7434,9.9,20.2,30.1,10.6,7.6,5.8,14.9,20.3,71.4,74.106,96.667,0.4,200.0,28.4,61.0,0.4665,7.2,22.6,0.3237,18.6,26.7,0.691,11.9,22.3,34.2,15.2,8.1,4.1,12.7,20.5,82.6,74.486,111.038,18.6,40.1,0.4664,0.4586,0.2812,0.7188,0.5044,0.3681,0.1991,0.3024,0.634,0.1433,0.1019,0.0805,14.8212,111.671,-15.004,10
Cal St. Fullerton,-0.1111,200.0,28.3333,66.3333,0.4282,7.0,24.6667,0.2756,16.2222,23.1111,0.6767,8.0,24.5556,32.5556,12.6667,6.4444,2.1111,10.2222,20.7778,79.8889,79.5333,100.4544,0.1111,200.0,28.3333,61.1111,0.4647,10.2222,28.6667,0.3654,20.0,25.6667,0.7831,6.8889,30.3333,37.2222,15.6667,5.3333,3.2222,12.6667,20.5556,86.8889,79.0833,109.6433,21.3333,41.6667,0.5187,0.4807,0.3715,0.6285,0.3596,0.2536,0.1281,0.2099,0.7839,0.1601,0.0812,0.0267,15.9067,108.934,-8.4795,9
California,0.7778,200.0,27.8889,58.1111,0.4798,9.2222,24.2222,0.3751,16.8889,22.6667,0.7284,7.7778,24.3333,32.1111,15.5556,5.2222,4.2222,10.6667,17.8889,81.8889,71.7667,113.8022,-0.7778,200.0,24.5556,61.4444,0.4014,7.0,23.0,0.3172,12.7778,19.3333,0.6533,9.6667,20.8889,30.5556,13.3333,4.5556,3.2222,11.3333,18.8889,68.8889,72.2933,95.3378,18.6667,33.8889,0.5545,0.5577,0.4121,0.5879,0.3929,0.2912,0.1483,0.2725,0.7184,0.2146,0.0706,0.059,14.3533,96.1327,17.6696,9
Campbell,-0.4286,200.0,23.2857,56.4286,0.4133,5.4286,20.1429,0.256,19.8571,28.2857,0.6933,9.5714,22.5714,32.1429,9.7143,6.2857,2.1429,14.1429,19.7143,71.8571,74.4357,96.1814,0.4286,200.0,29.7143,61.5714,0.4817,7.4286,20.2857,0.3594,18.1429,23.1429,0.7843,9.8571,22.2857,32.1429,15.8571,8.1429,2.5714,10.7143,21.8571,85.0,73.4229,116.0186,17.8571,36.2857,0.4903,0.4615,0.3569,0.6431,0.5069,0.3561,0.1908,0.3028,0.6961,0.1288,0.0841,0.0283,14.8871,114.4523,-18.2709,7
Canisius,-0.1111,200.0,19.6667,50.1111,0.3959,6.0,18.6667,0.3162,12.7778,19.0,0.6699,8.2222,20.2222,28.4444,10.1111,3.0,1.7778,12.6667,17.6667,58.1111,63.5833,92.0156,0.1111,200.0,25.1111,55.3333,0.4508,8.3333,27.4444,0.2922,15.0,20.2222,0.7447,8.8889,21.5556,30.4444,14.8889,7.7778,3.5556,7.5556,17.2222,73.5556,63.6056,115.1522,13.6667,31.4444,0.4367,0.4559,0.3718,0.6282,0.3844,0.2573,0.1981,0.2704,0.7019,0.1608,0.0471,0.0282,12.7167,115.2222,-23.2067,9
Central Arkansas,-0.1111,202.7778,25.1111,60.5556,0.4159,9.4444,31.0,0.3057,9.8889,16.5556,0.613,7.6667,24.4444,32.1111,14.2222,8.2222,1.5556,12.8889,16.6667,69.5556,73.64,95.4178,0.1111,202.7778,25.6667,59.0,0.4337,9.4444,29.3333,0.3073,13.8889,18.7778,0.6992,8.3333,27.6667,36.0,15.2222,7.6667,3.3333,12.3333,15.4444,74.6667,71.92,103.4911,15.6667,29.5556,0.5292,0.4947,0.513,0.487,0.2818,0.1675,0.1758,0.2253,0.7504,0.1968,0.1126,0.0215,14.5331,100.9769,-5.5591,9
Central Connecticut,-0.7143,203.5714,24.4286,59.4286,0.4133,6.5714,19.2857,0.3459,12.8571,18.7143,0.6757,8.1429,24.2857,32.4286,13.5714,6.2857,5.0,10.2857,13.1429,68.2857,70.46,96.1014,0.7143,203.5714,27.1429,63.5714,0.4271,9.0,25.7143,0.3579,11.5714,15.1429,0.7717,9.5714,26.1429,35.7143,14.8571,6.7143,3.4286,10.2857,16.4286,74.8571,71.48,104.0771,17.8571,40.1429,0.4429,0.4697,0.326,0.674,0.3176,0.2185,0.1461,0.2393,0.7215,0.1922,0.0894,0.0711,13.8327,105.3008,-9.1994,7
Central Michigan,-0.25,200.0,25.625,58.875,0.437,6.625,20.75,0.3139,11.625,16.125,0.7179,10.125,21.875,32.0,15.0,3.875,4.0,11.75,18.125,69.5,68.1588,102.1538,0.25,200.0,27.875,59.0,0.4712,8.25,23.75,0.3369,16.125,24.75,0.6602,10.5,22.375,32.875,16.75,8.5,3.25,8.5,16.25,80.125,68.7538,116.545,19.0,38.125,0.4931,0.4927,0.3493,0.6507,0.2812,0.2027,0.172,0.3079,0.6746,0.2208,0.0565,0.0591,13.6318,117.599,-15.4453,8
