date,team,opponent,location_value,neutral,game_url,game_id
2026-01-29,Tarleton St.,Utah Valley,1,0,,2026-01-29__Tarleton St.__Utah Valley
2026-01-29,Tennessee Martin,Eastern Illinois,-1,0,,2026-01-29__Eastern Illinois__Tennessee Martin
2026-01-29,Tennessee St.,Little Rock,1,0,,2026-01-29__Little Rock__Tennessee St.
2026-01-29,The Citadel,VMI,1,0,,2026-01-29__The Citadel__VMI
2026-01-29,Towson,UNC Wilmington,1,0,,2026-01-29__Towson__UNC Wilmington
2026-01-29,Troy,James Madison,1,0,,2026-01-29__James Madison__Troy
2026-01-29,UC Davis,CSUN,-1,0,,2026-01-29__CSUN__UC Davis
2026-01-29,UC Irvine,Hawaii,1,0,,2026-01-29__Hawaii__UC Irvine
2026-01-29,UC Riverside,Long Beach St.,1,0,,2026-01-29__Long Beach St.__UC Riverside
2026-01-29,UC Santa Barbara,UC-San Diego,-1,0,,2026-01-29__UC Santa Barbara__UC-San Diego
2026-01-29,UC-San Diego,UC Santa Barbara,1,0,,2026-01-29__UC Santa Barbara__UC-San Diego
2026-01-29,UMBC,Vermont,-1,0,,2026-01-29__UMBC__Vermont
2026-01-29,UMass Lowell,New Hampshire,-1,0,,2026-01-29__New Hampshire__UMass Lowell
2026-01-29,UNC Asheville,Gardner Webb,1,0,,2026-01-29__Gardner Webb__UNC Asheville
2026-01-29,UNC Greensboro,Mercer,-1,0,,2026-01-29__Mercer__UNC Greensboro
2026-01-29,UNC Wilmington,Towson,-1,0,,2026-01-29__Towson__UNC Wilmington
2026-01-29,USC Upstate,Longwood,1,0,,2026-01-29__Longwood__USC Upstate
2026-01-29,UT Arlington,Southern Utah,1,0,,2026-01-29__Southern Utah__UT Arlington
2026-01-29,Utah Tech,Abilene Christian,-1,0,,2026-01-29__Abilene Christian__Utah Tech
2026-01-29,Utah Valley,Tarleton St.,-1,0,,2026-01-29__Tarleton St.__Utah Valley
2026-01-29,VMI,The Citadel,-1,0,,2026-01-29__The Citadel__VMI
2026-01-29,Vermont,UMBC,1,0,,2026-01-29__UMBC__Vermont
2026-01-29,Wagner,Central Connecticut,1,0,,2026-01-29__Central Connecticut__Wagner
2026-01-29,Washington,Illinois,-1,0,,2026-01-29__Illinois__Washington
2026-01-29,Western Carolina,East Tennessee St.,-1,0,,2026-01-29__East Tennessee St.__Western Carolina
2026-01-29,Western Illinois,Southeast Missouri,1,0,,2026-01-29__Southeast Missouri__Western Illinois
2026-01-29,William & Mary,Elon,-1,0,,2026-01-29__Elon__William & Mary
2026-01-29,Wofford,Chattanooga,-1,0,,2026-01-29__Chattanooga__Wofford
2026-01-30,Akron,Kent St.,1,0,,2026-01-30__Akron__Kent St.
2026-01-30,Boise St.,Grand Canyon,-1,0,,2026-01-30__Boise St.__Grand Canyon
2026-01-30,Brown,Harvard,1,0,,2026-01-30__Brown__Harvard
2026-01-30,Canisius,Marist,1,0,,2026-01-30__Canisius__Marist
2026-01-30,Cleveland St.,Green Bay,-1,0,,2026-01-30__Cleveland St.__Green Bay
2026-01-30,Columbia,Penn,1,0,,2026-01-30__Columbia__Penn
2026-01-30,Cornell,Princeton,1,0,,2026-01-30__Cornell__Princeton
2026-01-30,Dartmouth,Yale,-1,0,,2026-01-30__Dartmouth__Yale
2026-01-30,Dayton,Saint Louis,-1,0,,2026-01-30__Dayton__Saint Louis
2026-01-30,Detroit Mercy,Northern Kentucky,1,0,,2026-01-30__Detroit Mercy__Northern Kentucky
2026-01-30,Fairfield,Iona,-1,0,,2026-01-30__Fairfield__Iona
2026-01-30,Grand Canyon,Boise St.,1,0,,2026-01-30__Boise St.__Grand Canyon
2026-01-30,Green Bay,Cleveland St.,1,0,,2026-01-30__Cleveland St.__Green Bay
2026-01-30,Harvard,Brown,-1,0,,2026-01-30__Brown__Harvard
2026-01-30,IU Indy,Youngstown St.,-1,0,,2026-01-30__IU Indy__Youngstown St.
2026-01-30,Iona,Fairfield,1,0,,2026-01-30__Fairfield__Iona
2026-01-30,Kent St.,Akron,-1,0,,2026-01-30__Akron__Kent St.
2026-01-30,Loyola Chicago,VCU,-1,0,,2026-01-30__Loyola Chicago__VCU
2026-01-30,Manhattan,Rider,1,0,,2026-01-30__Manhattan__Rider
2026-01-30,Marist,Canisius,-1,0,,2026-01-30__Canisius__Marist
2026-01-30,Michigan,Michigan St.,-1,0,,2026-01-30__Michigan__Michigan St.
2026-01-30,Michigan St.,Michigan,1,0,,2026-01-30__Michigan__Michigan St.
2026-01-30,Milwaukee,Wright St.,1,0,,2026-01-30__Milwaukee__Wright St.
2026-01-30,Mount St. Mary's,St. Peter's,-1,0,,2026-01-30__Mount St. Mary's__St. Peter's
2026-01-30,Nevada,UNLV,1,0,,2026-01-30__Nevada__UNLV
2026-01-30,Niagara,Siena,1,0,,2026-01-30__Niagara__Siena
2026-01-30,Northern Kentucky,Detroit Mercy,-1,0,,2026-01-30__Detroit Mercy__Northern Kentucky
2026-01-30,Penn,Columbia,-1,0,,2026-01-30__Columbia__Penn
2026-01-30,Princeton,Cornell,-1,0,,2026-01-30__Cornell__Princeton
2026-01-30,Providence,Villanova,-1,0,,2026-01-30__Providence__Villanova
2026-01-30,Quinnipiac,Sacred Heart,1,0,,2026-01-30__Quinnipiac__Sacred Heart
2026-01-30,Rider,Manhattan,-1,0,,2026-01-30__Manhattan__Rider
2026-01-30,Sacred Heart,Quinnipiac,-1,0,,2026-01-30__Quinnipiac__Sacred Heart
2026-01-30,Saint Louis,Dayton,1,0,,2026-01-30__Dayton__Saint Louis
2026-01-30,Siena,Niagara,-1,0,,2026-01-30__Niagara__Siena
2026-01-30,St. Peter's,Mount St. Mary's,1,0,,2026-01-30__Mount St. Mary's__St. Peter's
2026-01-30,UNLV,Nevada,-1,0,,2026-01-30__Nevada__UNLV
2026-01-30,VCU,Loyola Chicago,1,0,,2026-01-30__Loyola Chicago__VCU
2026-01-30,Villanova,Providence,1,0,,2026-01-30__Providence__Villanova
2026-01-30,Wright St.,Milwaukee,-1,0,,2026-01-30__Milwaukee__Wright St.
2026-01-30,Yale,Dartmouth,1,0,,2026-01-30__Dartmouth__Yale
2026-01-30,Youngstown St.,IU Indy,1,0,,2026-01-30__IU Indy__Youngstown St.
2026-01-31,Abilene Christian,Southern Utah,1,0,,2026-01-31__Abilene Christian__Southern Utah
2026-01-31,Air Force,Fresno St.,1,0,,2026-01-31__Air Force__Fresno St.
2026-01-31,Alabama A&M,Florida A&M,1,0,,2026-01-31__Alabama A&M__Florida A&M
2026-01-31,Alabama St.,Bethune Cookman,1,0,,2026-01-31__Alabama St.__Bethune Cookman
2026-01-31,Albany,UMBC,1,0,,2026-01-31__Albany__UMBC
2026-01-31,Alcorn St.,Southern,1,0,,2026-01-31__Alcorn St.__Southern
2026-01-31,American,Lafayette,1,0,,2026-01-31__American__Lafayette
2026-01-31,Appalachian St.,Troy,-1,0,,2026-01-31__Appalachian St.__Troy
2026-01-31,Arizona,Arizona St.,-1,0,,2026-01-31__Arizona__Arizona St.
2026-01-31,Arizona St.,Arizona,1,0,,2026-01-31__Arizona__Arizona St.
2026-01-31,Arkansas,Kentucky,1,0,,2026-01-31__Arkansas__Kentucky
2026-01-31,Arkansas Pine Bluff,Mississippi Valley St.,-1,0,,2026-01-31__Arkansas Pine Bluff__Mississippi Valley St.
2026-01-31,Arkansas St.,Marshall,1,0,,2026-01-31__Arkansas St.__Marshall
2026-01-31,Army,Holy Cross,1,0,,2026-01-31__Army__Holy Cross
2026-01-31,Auburn,Tennessee,-1,0,,2026-01-31__Auburn__Tennessee
2026-01-31,Austin Peay,West Georgia,-1,0,,2026-01-31__Austin Peay__West Georgia
2026-01-31,BYU,Kansas,-1,0,,2026-01-31__BYU__Kansas
2026-01-31,Ball St.,Toledo,-1,0,,2026-01-31__Ball St.__Toledo
2026-01-31,Baylor,West Virginia,-1,0,,2026-01-31__Baylor__West Virginia
2026-01-31,Bellarmine,Queens,1,0,,2026-01-31__Bellarmine__Queens
2026-01-31,Belmont,Murray St.,1,0,,2026-01-31__Belmont__Murray St.
2026-01-31,Bethune Cookman,Alabama St.,-1,0,,2026-01-31__Alabama St.__Bethune Cookman
2026-01-31,Boston College,Virginia,1,0,,2026-01-31__Boston College__Virginia
2026-01-31,Boston University,Bucknell,-1,0,,2026-01-31__Boston University__Bucknell
2026-01-31,Bowling Green,Central Michigan,-1,0,,2026-01-31__Bowling Green__Central Michigan
2026-01-31,Bradley,Drake,-1,0,,2026-01-31__Bradley__Drake
2026-01-31,Brown,Dartmouth,1,0,,2026-01-31__Brown__Dartmouth
2026-01-31,Bryant,New Hampshire,1,0,,2026-01-31__Bryant__New Hampshire
2026-01-31,Bucknell,Boston University,1,0,,2026-01-31__Boston University__Bucknell
2026-01-31,Buffalo,Ohio,1,0,,2026-01-31__Buffalo__Ohio
2026-01-31,Butler,Georgetown,1,0,,2026-01-31__Butler__Georgetown
2026-01-31,CSUN,UC-San Diego,1,0,,2026-01-31__CSUN__UC-San Diego
2026-01-31,Cal Baptist,UT Arlington,-1,0,,2026-01-31__Cal Baptist__UT Arlington
2026-01-31,Cal Poly,UC Riverside,-1,0,,2026-01-31__Cal Poly__UC Riverside
2026-01-31,Cal St. Bakersfield,UC Davis,1,0,,2026-01-31__Cal St. Bakersfield__UC Davis
2026-01-31,Cal St. Fullerton,UC Santa Barbara,-1,0,,2026-01-31__Cal St. Fullerton__UC Santa Barbara
2026-01-31,California,Miami FL,-1,0,,2026-01-31__California__Miami FL
2026-01-31,Campbell,William & Mary,-1,0,,2026-01-31__Campbell__William & Mary
2026-01-31,Central Arkansas,Eastern Kentucky,1,0,,2026-01-31__Central Arkansas__Eastern Kentucky
2026-01-31,Central Connecticut,LIU,1,0,,2026-01-31__Central Connecticut__LIU
2026-01-31,Central Michigan,Bowling Green,1,0,,2026-01-31__Bowling Green__Central Michigan
2026-01-31,Charleston,Northeastern,-1,0,,2026-01-31__Charleston__Northeastern
2026-01-31,Charlotte,Rice,1,0,,2026-01-31__Charlotte__Rice
2026-01-31,Chicago St.,Mercyhurst,1,0,,2026-01-31__Chicago St.__Mercyhurst
2026-01-31,Cincinnati,Houston,-1,0,,2026-01-31__Cincinnati__Houston
2026-01-31,Clemson,Pittsburgh,1,0,,2026-01-31__Clemson__Pittsburgh
2026-01-31,Coastal Carolina,Louisiana Monroe,-1,0,,2026-01-31__Coastal Carolina__Louisiana Monroe
2026-01-31,Colgate,Lehigh,-1,0,,2026-01-31__Colgate__Lehigh
2026-01-31,Colorado St.,Wyoming,-1,0,,2026-01-31__Colorado St.__Wyoming
2026-01-31,Columbia,Princeton,1,0,,2026-01-31__Columbia__Princeton
2026-01-31,Connecticut,Creighton,-1,0,,2026-01-31__Connecticut__Creighton
2026-01-31,Coppin St.,Morgan St.,1,0,,2026-01-31__Coppin St.__Morgan St.
2026-01-31,Cornell,Penn,1,0,,2026-01-31__Cornell__Penn
2026-01-31,Creighton,Connecticut,1,0,,2026-01-31__Connecticut__Creighton
2026-01-31,Dartmouth,Brown,-1,0,,2026-01-31__Brown__Dartmouth
2026-01-31,Davidson,Richmond,-1,0,,2026-01-31__Davidson__Richmond
2026-01-31,DePaul,Xavier,-1,0,,2026-01-31__DePaul__Xavier
2026-01-31,Delaware,UTEP,-1,0,,2026-01-31__Delaware__UTEP
2026-01-31,Delaware St.,Maryland Eastern Shore,1,0,,2026-01-31__Delaware St.__Maryland Eastern Shore
2026-01-31,Denver,Nebraska Omaha,1,0,,2026-01-31__Denver__Nebraska Omaha
2026-01-31,Drake,Bradley,1,0,,2026-01-31__Bradley__Drake
2026-01-31,Drexel,North Carolina A&T,1,0,,2026-01-31__Drexel__North Carolina A&T
2026-01-31,Duke,Virginia Tech,-1,0,,2026-01-31__Duke__Virginia Tech
2026-01-31,East Tennessee St.,Wofford,-1,0,,2026-01-31__East Tennessee St.__Wofford
2026-01-31,East Texas A&M,Nicholls,1,0,,2026-01-31__East Texas A&M__Nicholls
2026-01-31,Eastern Illinois,Southeast Missouri,1,0,,2026-01-31__Eastern Illinois__Southeast Missouri
2026-01-31,Eastern Kentucky,Central Arkansas,-1,0,,2026-01-31__Central Arkansas__Eastern Kentucky
2026-01-31,Eastern Michigan,Massachusetts,-1,0,,2026-01-31__Eastern Michigan__Massachusetts
2026-01-31,Eastern Washington,Northern Colorado,-1,0,,2026-01-31__Eastern Washington__Northern Colorado
2026-01-31,Elon,Stony Brook,1,0,,2026-01-31__Elon__Stony Brook
2026-01-31,Evansville,Northern Iowa,-1,0,,2026-01-31__Evansville__Northern Iowa
2026-01-31,Fairleigh Dickinson,Wagner,-1,0,,2026-01-31__Fairleigh Dickinson__Wagner
2026-01-31,Florida A&M,Alabama A&M,-1,0,,2026-01-31__Alabama A&M__Florida A&M
2026-01-31,Florida Gulf Coast,Jacksonville,-1,0,,2026-01-31__Florida Gulf Coast__Jacksonville
2026-01-31,Florida St.,Stanford,1,0,,2026-01-31__Florida St.__Stanford
2026-01-31,Fordham,George Washington,-1,0,,2026-01-31__Fordham__George Washington
2026-01-31,Fresno St.,Air Force,-1,0,,2026-01-31__Air Force__Fresno St.
2026-01-31,George Mason,St. Bonaventure,-1,0,,2026-01-31__George Mason__St. Bonaventure
2026-01-31,George Washington,Fordham,1,0,,2026-01-31__Fordham__George Washington
2026-01-31,Georgetown,Butler,-1,0,,2026-01-31__Butler__Georgetown
2026-01-31,Georgia,Texas A&M,1,0,,2026-01-31__Georgia__Texas A&M
2026-01-31,Georgia Southern,Louisiana,-1,0,,2026-01-31__Georgia Southern__Louisiana
2026-01-31,Georgia St.,South Alabama,-1,0,,2026-01-31__Georgia St.__South Alabama
2026-01-31,Georgia Tech,North Carolina,1,0,,2026-01-31__Georgia Tech__North Carolina
2026-01-31,Gonzaga,Saint Mary's,1,0,,2026-01-31__Gonzaga__Saint Mary's
2026-01-31,Grambling St.,Jackson St.,-1,0,,2026-01-31__Grambling St.__Jackson St.
2026-01-31,Hampton,Towson,-1,0,,2026-01-31__Hampton__Towson
2026-01-31,Harvard,Yale,-1,0,,2026-01-31__Harvard__Yale
2026-01-31,Hawaii,Long Beach St.,-1,0,,2026-01-31__Hawaii__Long Beach St.
2026-01-31,High Point,Longwood,-1,0,,2026-01-31__High Point__Longwood
2026-01-31,Hofstra,Monmouth,-1,0,,2026-01-31__Hofstra__Monmouth
2026-01-31,Holy Cross,Army,-1,0,,2026-01-31__Army__Holy Cross
2026-01-31,Houston,Cincinnati,1,0,,2026-01-31__Cincinnati__Houston
2026-01-31,Houston Christian,Texas A&M Corpus Chris,-1,0,,2026-01-31__Houston Christian__Texas A&M Corpus Chris
2026-01-31,Howard,Norfolk St.,1,0,,2026-01-31__Howard__Norfolk St.
2026-01-31,Idaho,Northern Arizona,-1,0,,2026-01-31__Idaho__Northern Arizona
2026-01-31,Idaho St.,Weber St.,-1,0,,2026-01-31__Idaho St.__Weber St.
2026-01-31,Illinois Chicago,Southern Illinois,-1,0,,2026-01-31__Illinois Chicago__Southern Illinois
2026-01-31,Incarnate Word,UT Rio Grande Valley,1,0,,2026-01-31__Incarnate Word__UT Rio Grande Valley
2026-01-31,Indiana,UCLA,-1,0,,2026-01-31__Indiana__UCLA
2026-01-31,Indiana St.,Valparaiso,1,0,,2026-01-31__Indiana St.__Valparaiso
2026-01-31,Jackson St.,Grambling St.,1,0,,2026-01-31__Grambling St.__Jackson St.
2026-01-31,Jacksonville,Florida Gulf Coast,1,0,,2026-01-31__Florida Gulf Coast__Jacksonville
2026-01-31,Jacksonville St.,Missouri St.,-1,0,,2026-01-31__Jacksonville St.__Missouri St.
2026-01-31,James Madison,Southern Mississippi,-1,0,,2026-01-31__James Madison__Southern Mississippi
2026-01-31,Kansas,BYU,1,0,,2026-01-31__BYU__Kansas
2026-01-31,Kennesaw St.,New Mexico St.,1,0,,2026-01-31__Kennesaw St.__New Mexico St.
2026-01-31,Kentucky,Arkansas,-1,0,,2026-01-31__Arkansas__Kentucky
2026-01-31,LIU,Central Connecticut,-1,0,,2026-01-31__Central Connecticut__LIU
2026-01-31,LSU,South Carolina,-1,0,,2026-01-31__LSU__South Carolina
2026-01-31,La Salle,Saint Joseph's,1,0,,2026-01-31__La Salle__Saint Joseph's
2026-01-31,Lafayette,American,-1,0,,2026-01-31__American__Lafayette
2026-01-31,Lamar,McNeese,1,0,,2026-01-31__Lamar__McNeese
2026-01-31,Le Moyne,Stonehill,1,0,,2026-01-31__Le Moyne__Stonehill
2026-01-31,Lehigh,Colgate,1,0,,2026-01-31__Colgate__Lehigh
2026-01-31,Lindenwood,Morehead St.,-1,0,,2026-01-31__Lindenwood__Morehead St.
2026-01-31,Lipscomb,North Florida,-1,0,,2026-01-31__Lipscomb__North Florida
2026-01-31,Little Rock,Tennessee Tech,-1,0,,2026-01-31__Little Rock__Tennessee Tech
2026-01-31,Long Beach St.,Hawaii,1,0,,2026-01-31__Hawaii__Long Beach St.
2026-01-31,Longwood,High Point,1,0,,2026-01-31__High Point__Longwood
2026-01-31,Louisiana,Georgia Southern,1,0,,2026-01-31__Georgia Southern__Louisiana
2026-01-31,Louisiana Monroe,Coastal Carolina,1,0,,2026-01-31__Coastal Carolina__Louisiana Monroe
2026-01-31,Louisiana Tech,Sam Houston St.,-1,0,,2026-01-31__Louisiana Tech__Sam Houston St.
2026-01-31,Louisville,SMU,1,0,,2026-01-31__Louisville__SMU
2026-01-31,Loyola MD,Navy,-1,0,,2026-01-31__Loyola MD__Navy
2026-01-31,Loyola Marymount,Santa Clara,1,0,,2026-01-31__Loyola Marymount__Santa Clara
2026-01-31,Maine,UMass Lowell,1,0,,2026-01-31__Maine__UMass Lowell
2026-01-31,Marquette,Seton Hall,-1,0,,2026-01-31__Marquette__Seton Hall
2026-01-31,Marshall,Arkansas St.,-1,0,,2026-01-31__Arkansas St.__Marshall
2026-01-31,Maryland Eastern Shore,Delaware St.,-1,0,,2026-01-31__Delaware St.__Maryland Eastern Shore
2026-01-31,Massachusetts,Eastern Michigan,1,0,,2026-01-31__Eastern Michigan__Massachusetts
2026-01-31,McNeese,Lamar,-1,0,,2026-01-31__Lamar__McNeese
2026-01-31,Mercer,VMI,1,0,,2026-01-31__Mercer__VMI
2026-01-31,Mercyhurst,Chicago St.,-1,0,,2026-01-31__Chicago St.__Mercyhurst
2026-01-31,Miami FL,California,1,0,,2026-01-31__California__Miami FL
2026-01-31,Miami OH,Northern Illinois,1,0,,2026-01-31__Miami OH__Northern Illinois
2026-01-31,Middle Tennessee,Western Kentucky,1,0,,2026-01-31__Middle Tennessee__Western Kentucky
2026-01-31,Mississippi,Vanderbilt,1,0,,2026-01-31__Mississippi__Vanderbilt
2026-01-31,Mississippi St.,Missouri,-1,0,,2026-01-31__Mississippi St.__Missouri
2026-01-31,Mississippi Valley St.,Arkansas Pine Bluff,1,0,,2026-01-31__Arkansas Pine Bluff__Mississippi Valley St.
2026-01-31,Missouri,Mississippi St.,1,0,,2026-01-31__Mississippi St.__Missouri
2026-01-31,Missouri St.,Jacksonville St.,1,0,,2026-01-31__Jacksonville St.__Missouri St.
2026-01-31,Monmouth,Hofstra,1,0,,2026-01-31__Hofstra__Monmouth
2026-01-31,Montana,Sacramento St.,-1,0,,2026-01-31__Montana__Sacramento St.
2026-01-31,Montana St.,Portland St.,-1,0,,2026-01-31__Montana St.__Portland St.
2026-01-31,Morehead St.,Lindenwood,1,0,,2026-01-31__Lindenwood__Morehead St.
2026-01-31,Morgan St.,Coppin St.,-1,0,,2026-01-31__Coppin St.__Morgan St.
2026-01-31,Murray St.,Belmont,-1,0,,2026-01-31__Belmont__Murray St.
2026-01-31,N.C. State,Wake Forest,-1,0,,2026-01-31__N.C. State__Wake Forest
2026-01-31,NJIT,Vermont,-1,0,,2026-01-31__NJIT__Vermont
2026-01-31,Navy,Loyola MD,1,0,,2026-01-31__Loyola MD__Navy
2026-01-31,Nebraska Omaha,Denver,-1,0,,2026-01-31__Denver__Nebraska Omaha
2026-01-31,New Hampshire,Bryant,-1,0,,2026-01-31__Bryant__New Hampshire
2026-01-31,New Haven,Saint Francis,-1,0,,2026-01-31__New Haven__Saint Francis
2026-01-31,New Mexico,San Jose St.,-1,0,,2026-01-31__New Mexico__San Jose St.
2026-01-31,New Mexico St.,Kennesaw St.,-1,0,,2026-01-31__Kennesaw St.__New Mexico St.
2026-01-31,New Orleans,Northwestern St.,1,0,,2026-01-31__New Orleans__Northwestern St.
2026-01-31,Nicholls,East Texas A&M,-1,0,,2026-01-31__East Texas A&M__Nicholls
2026-01-31,Norfolk St.,Howard,-1,0,,2026-01-31__Howard__Norfolk St.
2026-01-31,North Alabama,Stetson,-1,0,,2026-01-31__North Alabama__Stetson
2026-01-31,North Carolina,Georgia Tech,-1,0,,2026-01-31__Georgia Tech__North Carolina
2026-01-31,North Carolina A&T,Drexel,-1,0,,2026-01-31__Drexel__North Carolina A&T
2026-01-31,North Carolina Central,South Carolina St.,-1,0,,2026-01-31__North Carolina Central__South Carolina St.
2026-01-31,North Dakota St.,South Dakota,-1,0,,2026-01-31__North Dakota St.__South Dakota
2026-01-31,North Florida,Lipscomb,1,0,,2026-01-31__Lipscomb__North Florida
2026-01-31,North Texas,UAB,1,0,,2026-01-31__North Texas__UAB
2026-01-31,Northeastern,Charleston,1,0,,2026-01-31__Charleston__Northeastern
2026-01-31,Northern Arizona,Idaho,1,0,,2026-01-31__Idaho__Northern Arizona
2026-01-31,Northern Colorado,Eastern Washington,1,0,,2026-01-31__Eastern Washington__Northern Colorado
2026-01-31,Northern Illinois,Miami OH,-1,0,,2026-01-31__Miami OH__Northern Illinois
2026-01-31,Northern Iowa,Evansville,1,0,,2026-01-31__Evansville__Northern Iowa
2026-01-31,Northwestern,Washington,1,0,,2026-01-31__Northwestern__Washington
2026-01-31,Northwestern St.,New Orleans,-1,0,,2026-01-31__New Orleans__Northwestern St.
2026-01-31,Notre Dame,Syracuse,-1,0,,2026-01-31__Notre Dame__Syracuse
2026-01-31,Ohio,Buffalo,-1,0,,2026-01-31__Buffalo__Ohio
2026-01-31,Ohio St.,Wisconsin,-1,0,,2026-01-31__Ohio St.__Wisconsin
2026-01-31,Oklahoma,Texas,1,0,,2026-01-31__Oklahoma__Texas
2026-01-31,Oklahoma St.,Utah,-1,0,,2026-01-31__Oklahoma St.__Utah
2026-01-31,Old Dominion,Texas St.,-1,0,,2026-01-31__Old Dominion__Texas St.
2026-01-31,Oral Roberts,South Dakota St.,-1,0,,2026-01-31__Oral Roberts__South Dakota St.
2026-01-31,Oregon St.,San Diego,-1,0,,2026-01-31__Oregon St.__San Diego
2026-01-31,Pacific,San Francisco,-1,0,,2026-01-31__Pacific__San Francisco
2026-01-31,Penn,Cornell,-1,0,,2026-01-31__Cornell__Penn
2026-01-31,Pittsburgh,Clemson,-1,0,,2026-01-31__Clemson__Pittsburgh
2026-01-31,Portland,Washington St.,-1,0,,2026-01-31__Portland__Washington St.
2026-01-31,Portland St.,Montana St.,1,0,,2026-01-31__Montana St.__Portland St.
2026-01-31,Prairie View A&M,Texas Southern,1,0,,2026-01-31__Prairie View A&M__Texas Southern
2026-01-31,Presbyterian,Radford,1,0,,2026-01-31__Presbyterian__Radford
2026-01-31,Princeton,Columbia,-1,0,,2026-01-31__Columbia__Princeton
2026-01-31,Purdue Fort Wayne,Robert Morris,1,0,,2026-01-31__Purdue Fort Wayne__Robert Morris
2026-01-31,Queens,Bellarmine,-1,0,,2026-01-31__Bellarmine__Queens
2026-01-31,Radford,Presbyterian,-1,0,,2026-01-31__Presbyterian__Radford
2026-01-31,Rice,Charlotte,-1,0,,2026-01-31__Charlotte__Rice
2026-01-31,Richmond,Davidson,1,0,,2026-01-31__Davidson__Richmond
2026-01-31,Robert Morris,Purdue Fort Wayne,-1,0,,2026-01-31__Purdue Fort Wayne__Robert Morris
2026-01-31,Rutgers,USC,-1,0,,2026-01-31__Rutgers__USC
2026-01-31,SIUE,Southern Indiana,-1,0,,2026-01-31__SIUE__Southern Indiana
2026-01-31,SMU,Louisville,-1,0,,2026-01-31__Louisville__SMU
2026-01-31,Sacramento St.,Montana,1,0,,2026-01-31__Montana__Sacramento St.
2026-01-31,Saint Francis,New Haven,1,0,,2026-01-31__New Haven__Saint Francis
2026-01-31,Saint Joseph's,La Salle,-1,0,,2026-01-31__La Salle__Saint Joseph's
2026-01-31,Saint Mary's,Gonzaga,-1,0,,2026-01-31__Gonzaga__Saint Mary's
2026-01-31,Sam Houston St.,Louisiana Tech,1,0,,2026-01-31__Louisiana Tech__Sam Houston St.
2026-01-31,Samford,Western Carolina,-1,0,,2026-01-31__Samford__Western Carolina
2026-01-31,San Diego,Oregon St.,1,0,,2026-01-31__Oregon St.__San Diego
2026-01-31,San Diego St.,Utah St.,-1,0,,2026-01-31__San Diego St.__Utah St.
2026-01-31,San Francisco,Pacific,1,0,,2026-01-31__Pacific__San Francisco
2026-01-31,San Jose St.,New Mexico,1,0,,2026-01-31__New Mexico__San Jose St.
2026-01-31,Santa Clara,Loyola Marymount,-1,0,,2026-01-31__Loyola Marymount__Santa Clara
2026-01-31,Seton Hall,Marquette,1,0,,2026-01-31__Marquette__Seton Hall
2026-01-31,South Alabama,Georgia St.,1,0,,2026-01-31__Georgia St.__South Alabama
2026-01-31,South Carolina,LSU,1,0,,2026-01-31__LSU__South Carolina
2026-01-31,South Carolina St.,North Carolina Central,1,0,,2026-01-31__North Carolina Central__South Carolina St.
2026-01-31,South Dakota,North Dakota St.,1,0,,2026-01-31__North Dakota St.__South Dakota
2026-01-31,South Dakota St.,Oral Roberts,1,0,,2026-01-31__Oral Roberts__South Dakota St.
2026-01-31,South Florida,Temple,-1,0,,2026-01-31__South Florida__Temple
2026-01-31,Southeast Missouri,Eastern Illinois,-1,0,,2026-01-31__Eastern Illinois__Southeast Missouri
2026-01-31,Southeastern Louisiana,Stephen F. Austin,-1,0,,2026-01-31__Southeastern Louisiana__Stephen F. Austin
2026-01-31,Southern,Alcorn St.,-1,0,,2026-01-31__Alcorn St.__Southern
2026-01-31,Southern Illinois,Illinois Chicago,1,0,,2026-01-31__Illinois Chicago__Southern Illinois
2026-01-31,Southern Indiana,SIUE,1,0,,2026-01-31__SIUE__Southern Indiana
2026-01-31,Southern Mississippi,James Madison,1,0,,2026-01-31__James Madison__Southern Mississippi
2026-01-31,Southern Utah,Abilene Christian,-1,0,,2026-01-31__Abilene Christian__Southern Utah
